is_collector,nodeid,name,description,istopnode,ontologyclass,datatype,nodegroup_id,graph_id,config,issearchable,isrequired,sortorder,fieldname,exportable,alias,hascustomalias,parentproperty,id,elem_name,elem_type,ontologyproperty,card_sortorder,parent_id,child_id,visible,edgeid,card_label,instructions,helptitle,helptext,order,path,ns_path
False,3d7e64ce-ed7f-11ed-9064-00163e71351b,Current Location Resident,What does this actually say?,False,http://www.cidoc-crm.org/cidoc-crm/E39_Actor,resource-instance,3d7e5e70-ed7f-11ed-9064-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,"{'graphs': [{'name': 'Group', 'graphid': 'e53e0b75-d18e-46ce-8c50-865491d68d9c'}], 'searchDsl': '', 'searchString': ''}",True,False,0,,False,current_location_resident,False,http://www.cidoc-crm.org/cidoc-crm/P74i_is_current_or_former_residence_of,3d7e64ce-ed7f-11ed-9064-00163e71351b,http://www.cidoc-crm.org/cidoc-crm/E39_Actor,class,,5.0,3d7e8cce-ed7f-11ed-9064-00163e71351b,3d7e64ce-ed7f-11ed-9064-00163e71351b,True,3d7e8cce-ed7f-11ed-9064-00163e71351b,{'en': 'Huidige standplaats'},{'en': ''},{'en': ''},{'en': ''},21,"['root', '099f196c-df80-11ed-9232-00163e71351b', '27d5bb7e-c8e8-47e2-aa85-576dc7fe2c0d', '3d7e5e70-ed7f-11ed-9064-00163e71351b', '3d7e8cce-ed7f-11ed-9064-00163e71351b', '3d7e64ce-ed7f-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P55_has_current_location', 'crm:E53_Place', 'crm:P74i_is_current_or_former_residence_of', 'crm:E39_Actor']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,3d7e8eae-ed7f-11ed-9064-00163e71351b,http://www.w3.org/2000/01/rdf-schema#label,property,,0.0,3d7e64ce-ed7f-11ed-9064-00163e71351b,3d7e8eae-ed7f-11ed-9064-00163e71351b,True,3d7e8eae-ed7f-11ed-9064-00163e71351b,,,,,22,"['root', '099f196c-df80-11ed-9232-00163e71351b', '27d5bb7e-c8e8-47e2-aa85-576dc7fe2c0d', '3d7e5e70-ed7f-11ed-9064-00163e71351b', '3d7e8cce-ed7f-11ed-9064-00163e71351b', '3d7e64ce-ed7f-11ed-9064-00163e71351b', '3d7e8eae-ed7f-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P55_has_current_location', 'crm:E53_Place', 'crm:P74i_is_current_or_former_residence_of', 'crm:E39_Actor', 'rdfs:label']"
False,3d7e664a-ed7f-11ed-9064-00163e71351b,Current Location Resident Label,,False,http://www.w3.org/2001/XMLSchema#string,string,3d7e5e70-ed7f-11ed-9064-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,{'en': ''},True,False,0,,False,current_location_resident_label,False,http://www.w3.org/2000/01/rdf-schema#label,3d7e664a-ed7f-11ed-9064-00163e71351b,http://www.w3.org/2001/XMLSchema#string,class,,5.0,3d7e8eae-ed7f-11ed-9064-00163e71351b,3d7e664a-ed7f-11ed-9064-00163e71351b,True,3d7e8eae-ed7f-11ed-9064-00163e71351b,{'en': 'Huidige standplaats'},{'en': ''},{'en': ''},{'en': ''},23,"['root', '099f196c-df80-11ed-9232-00163e71351b', '27d5bb7e-c8e8-47e2-aa85-576dc7fe2c0d', '3d7e5e70-ed7f-11ed-9064-00163e71351b', '3d7e8cce-ed7f-11ed-9064-00163e71351b', '3d7e64ce-ed7f-11ed-9064-00163e71351b', '3d7e8eae-ed7f-11ed-9064-00163e71351b', '3d7e664a-ed7f-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P55_has_current_location', 'crm:E53_Place', 'crm:P74i_is_current_or_former_residence_of', 'crm:E39_Actor', 'rdfs:label', 'xsd:string']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,69ed5707-7d8e-41b6-877c-83ac3f5dca88,http://www.cidoc-crm.org/cidoc-crm/P50_has_current_keeper,property,,0.0,099f196c-df80-11ed-9232-00163e71351b,69ed5707-7d8e-41b6-877c-83ac3f5dca88,True,69ed5707-7d8e-41b6-877c-83ac3f5dca88,,,,,24,"['root', '099f196c-df80-11ed-9232-00163e71351b', '69ed5707-7d8e-41b6-877c-83ac3f5dca88']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P50_has_current_keeper']"
True,4cf1af0e-df80-11ed-9655-00163e71351b,Current Keeper,,False,http://www.cidoc-crm.org/cidoc-crm/E39_Actor,resource-instance,4cf1af0e-df80-11ed-9655-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,"{'graphs': [{'name': 'Group', 'graphid': 'e53e0b75-d18e-46ce-8c50-865491d68d9c'}], 'searchDsl': '', 'searchString': ''}",True,False,0,,False,current_keeper,False,http://www.cidoc-crm.org/cidoc-crm/P50_has_current_keeper,4cf1af0e-df80-11ed-9655-00163e71351b,http://www.cidoc-crm.org/cidoc-crm/E39_Actor,class,,6.0,69ed5707-7d8e-41b6-877c-83ac3f5dca88,4cf1af0e-df80-11ed-9655-00163e71351b,True,69ed5707-7d8e-41b6-877c-83ac3f5dca88,{'en': 'Huidige beheerder'},{'en': ''},{'en': ''},{'en': ''},25,"['root', '099f196c-df80-11ed-9232-00163e71351b', '69ed5707-7d8e-41b6-877c-83ac3f5dca88', '4cf1af0e-df80-11ed-9655-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P50_has_current_keeper', 'crm:E39_Actor']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,4cf1d40c-df80-11ed-9655-00163e71351b,http://www.w3.org/2000/01/rdf-schema#label,property,,0.0,4cf1af0e-df80-11ed-9655-00163e71351b,4cf1d40c-df80-11ed-9655-00163e71351b,True,4cf1d40c-df80-11ed-9655-00163e71351b,,,,,26,"['root', '099f196c-df80-11ed-9232-00163e71351b', '69ed5707-7d8e-41b6-877c-83ac3f5dca88', '4cf1af0e-df80-11ed-9655-00163e71351b', '4cf1d40c-df80-11ed-9655-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P50_has_current_keeper', 'crm:E39_Actor', 'rdfs:label']"
False,4cf1b3a0-df80-11ed-9655-00163e71351b,Current Keeper Label,,False,http://www.w3.org/2001/XMLSchema#string,string,4cf1af0e-df80-11ed-9655-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,{'en': ''},True,False,0,,False,current_keeper_label,False,http://www.w3.org/2000/01/rdf-schema#label,4cf1b3a0-df80-11ed-9655-00163e71351b,http://www.w3.org/2001/XMLSchema#string,class,,6.0,4cf1d40c-df80-11ed-9655-00163e71351b,4cf1b3a0-df80-11ed-9655-00163e71351b,True,4cf1d40c-df80-11ed-9655-00163e71351b,{'en': 'Huidige beheerder'},{'en': ''},{'en': ''},{'en': ''},27,"['root', '099f196c-df80-11ed-9232-00163e71351b', '69ed5707-7d8e-41b6-877c-83ac3f5dca88', '4cf1af0e-df80-11ed-9655-00163e71351b', '4cf1d40c-df80-11ed-9655-00163e71351b', '4cf1b3a0-df80-11ed-9655-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P50_has_current_keeper', 'crm:E39_Actor', 'rdfs:label', 'xsd:string']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,b5bf8356-d15e-4463-9855-4bb74419bd46,http://www.cidoc-crm.org/cidoc-crm/P52_has_current_owner,property,,0.0,099f196c-df80-11ed-9232-00163e71351b,b5bf8356-d15e-4463-9855-4bb74419bd46,True,b5bf8356-d15e-4463-9855-4bb74419bd46,,,,,28,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'b5bf8356-d15e-4463-9855-4bb74419bd46']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P52_has_current_owner']"
True,512ffd00-df80-11ed-9064-00163e71351b,Current Owner,,False,http://www.cidoc-crm.org/cidoc-crm/E39_Actor,resource-instance,512ffd00-df80-11ed-9064-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,"{'graphs': [{'name': 'Group', 'graphid': 'e53e0b75-d18e-46ce-8c50-865491d68d9c'}], 'searchDsl': '', 'searchString': ''}",True,False,0,,False,current_owner,False,http://www.cidoc-crm.org/cidoc-crm/P52_has_current_owner,512ffd00-df80-11ed-9064-00163e71351b,http://www.cidoc-crm.org/cidoc-crm/E39_Actor,class,,7.0,b5bf8356-d15e-4463-9855-4bb74419bd46,512ffd00-df80-11ed-9064-00163e71351b,True,b5bf8356-d15e-4463-9855-4bb74419bd46,{'en': 'Huidige eigenaar'},{'en': ''},{'en': ''},{'en': ''},29,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'b5bf8356-d15e-4463-9855-4bb74419bd46', '512ffd00-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P52_has_current_owner', 'crm:E39_Actor']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,51302352-df80-11ed-9064-00163e71351b,http://www.w3.org/2000/01/rdf-schema#label,property,,0.0,512ffd00-df80-11ed-9064-00163e71351b,51302352-df80-11ed-9064-00163e71351b,True,51302352-df80-11ed-9064-00163e71351b,,,,,30,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'b5bf8356-d15e-4463-9855-4bb74419bd46', '512ffd00-df80-11ed-9064-00163e71351b', '51302352-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P52_has_current_owner', 'crm:E39_Actor', 'rdfs:label']"
False,513001c4-df80-11ed-9064-00163e71351b,Current Owner Label,,False,http://www.w3.org/2001/XMLSchema#string,string,512ffd00-df80-11ed-9064-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,{'en': ''},True,False,0,,False,current_owner_label,False,http://www.w3.org/2000/01/rdf-schema#label,513001c4-df80-11ed-9064-00163e71351b,http://www.w3.org/2001/XMLSchema#string,class,,7.0,51302352-df80-11ed-9064-00163e71351b,513001c4-df80-11ed-9064-00163e71351b,True,51302352-df80-11ed-9064-00163e71351b,{'en': 'Huidige eigenaar'},{'en': ''},{'en': ''},{'en': ''},31,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'b5bf8356-d15e-4463-9855-4bb74419bd46', '512ffd00-df80-11ed-9064-00163e71351b', '51302352-df80-11ed-9064-00163e71351b', '513001c4-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P52_has_current_owner', 'crm:E39_Actor', 'rdfs:label', 'xsd:string']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,c8510987-c3e5-4cfd-82ff-4d6f9bffc140,http://www.cidoc-crm.org/cidoc-crm/P1_is_identified_by,property,,0.0,099f196c-df80-11ed-9232-00163e71351b,c8510987-c3e5-4cfd-82ff-4d6f9bffc140,True,c8510987-c3e5-4cfd-82ff-4d6f9bffc140,,,,,32,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'c8510987-c3e5-4cfd-82ff-4d6f9bffc140']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P1_is_identified_by']"
True,31fafa48-df80-11ed-9064-00163e71351b,Identifier,,False,http://www.cidoc-crm.org/cidoc-crm/E42_Identifier,semantic,31fafa48-df80-11ed-9064-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,{'en': ''},True,False,0,,False,identifier,False,http://www.cidoc-crm.org/cidoc-crm/P1_is_identified_by,31fafa48-df80-11ed-9064-00163e71351b,http://www.cidoc-crm.org/cidoc-crm/E42_Identifier,class,,0.0,c8510987-c3e5-4cfd-82ff-4d6f9bffc140,31fafa48-df80-11ed-9064-00163e71351b,True,c8510987-c3e5-4cfd-82ff-4d6f9bffc140,{'en': 'Identificator'},{'en': ''},{'en': ''},{'en': ''},33,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'c8510987-c3e5-4cfd-82ff-4d6f9bffc140', '31fafa48-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P1_is_identified_by', 'crm:E42_Identifier']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,31fb411a-df80-11ed-9064-00163e71351b,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,property,,0.0,31fafa48-df80-11ed-9064-00163e71351b,31fb411a-df80-11ed-9064-00163e71351b,True,31fb411a-df80-11ed-9064-00163e71351b,,,,,34,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'c8510987-c3e5-4cfd-82ff-4d6f9bffc140', '31fafa48-df80-11ed-9064-00163e71351b', '31fb411a-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P1_is_identified_by', 'crm:E42_Identifier', 'crm:P2_has_type']"
False,31fb00ec-df80-11ed-9064-00163e71351b,Identifier Type,,False,http://www.cidoc-crm.org/cidoc-crm/E55_Type,resource-instance,31fafa48-df80-11ed-9064-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,"{'graphs': [{'name': 'Concept', 'graphid': '74c87bc1-8a29-437a-88cc-3f49837dfc4e'}], 'searchDsl': '', 'searchString': '', 'rdmCollection': None}",True,False,0,,False,identifier_type,False,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,31fb00ec-df80-11ed-9064-00163e71351b,http://www.cidoc-crm.org/cidoc-crm/E55_Type,class,,0.0,31fb411a-df80-11ed-9064-00163e71351b,31fb00ec-df80-11ed-9064-00163e71351b,True,31fb411a-df80-11ed-9064-00163e71351b,{'en': 'Identificator'},{'en': ''},{'en': ''},{'en': ''},35,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'c8510987-c3e5-4cfd-82ff-4d6f9bffc140', '31fafa48-df80-11ed-9064-00163e71351b', '31fb411a-df80-11ed-9064-00163e71351b', '31fb00ec-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P1_is_identified_by', 'crm:E42_Identifier', 'crm:P2_has_type', 'crm:E55_Type']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,31fb4278-df80-11ed-9064-00163e71351b,http://www.w3.org/2000/01/rdf-schema#label,property,,0.0,31fb00ec-df80-11ed-9064-00163e71351b,31fb4278-df80-11ed-9064-00163e71351b,True,31fb4278-df80-11ed-9064-00163e71351b,,,,,36,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'c8510987-c3e5-4cfd-82ff-4d6f9bffc140', '31fafa48-df80-11ed-9064-00163e71351b', '31fb411a-df80-11ed-9064-00163e71351b', '31fb00ec-df80-11ed-9064-00163e71351b', '31fb4278-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P1_is_identified_by', 'crm:E42_Identifier', 'crm:P2_has_type', 'crm:E55_Type', 'rdfs:label']"
False,31fb051a-df80-11ed-9064-00163e71351b,Identifier Type Label,,False,http://www.w3.org/2001/XMLSchema#string,string,31fafa48-df80-11ed-9064-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,{'en': ''},True,False,0,,False,identifier_type_label,False,http://www.w3.org/2000/01/rdf-schema#label,31fb051a-df80-11ed-9064-00163e71351b,http://www.w3.org/2001/XMLSchema#string,class,,0.0,31fb4278-df80-11ed-9064-00163e71351b,31fb051a-df80-11ed-9064-00163e71351b,True,31fb4278-df80-11ed-9064-00163e71351b,{'en': 'Identificator'},{'en': ''},{'en': ''},{'en': ''},37,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'c8510987-c3e5-4cfd-82ff-4d6f9bffc140', '31fafa48-df80-11ed-9064-00163e71351b', '31fb411a-df80-11ed-9064-00163e71351b', '31fb00ec-df80-11ed-9064-00163e71351b', '31fb4278-df80-11ed-9064-00163e71351b', '31fb051a-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P1_is_identified_by', 'crm:E42_Identifier', 'crm:P2_has_type', 'crm:E55_Type', 'rdfs:label', 'xsd:string']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,31fb3fb2-df80-11ed-9064-00163e71351b,http://www.cidoc-crm.org/cidoc-crm/P190_has_symbolic_content,property,,0.0,31fafa48-df80-11ed-9064-00163e71351b,31fb3fb2-df80-11ed-9064-00163e71351b,True,31fb3fb2-df80-11ed-9064-00163e71351b,,,,,38,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'c8510987-c3e5-4cfd-82ff-4d6f9bffc140', '31fafa48-df80-11ed-9064-00163e71351b', '31fb3fb2-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P1_is_identified_by', 'crm:E42_Identifier', 'crm:P190_has_symbolic_content']"
False,31faff2a-df80-11ed-9064-00163e71351b,Identifier Content,,False,http://www.w3.org/2000/01/rdf-schema#Literal,string,31fafa48-df80-11ed-9064-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,{'en': ''},True,False,0,,False,identifier_content,False,http://www.cidoc-crm.org/cidoc-crm/P190_has_symbolic_content,31faff2a-df80-11ed-9064-00163e71351b,http://www.w3.org/2000/01/rdf-schema#Literal,class,,0.0,31fb3fb2-df80-11ed-9064-00163e71351b,31faff2a-df80-11ed-9064-00163e71351b,True,31fb3fb2-df80-11ed-9064-00163e71351b,{'en': 'Identificator'},{'en': ''},{'en': ''},{'en': ''},39,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'c8510987-c3e5-4cfd-82ff-4d6f9bffc140', '31fafa48-df80-11ed-9064-00163e71351b', '31fb3fb2-df80-11ed-9064-00163e71351b', '31faff2a-df80-11ed-9064-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P1_is_identified_by', 'crm:E42_Identifier', 'crm:P190_has_symbolic_content', 'rdfs:Literal']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,cff9ce94-1a6e-41cc-a966-f41d256c1ab0,http://www.cidoc-crm.org/cidoc-crm/P138i_has_representation,property,,0.0,099f196c-df80-11ed-9232-00163e71351b,cff9ce94-1a6e-41cc-a966-f41d256c1ab0,True,cff9ce94-1a6e-41cc-a966-f41d256c1ab0,,,,,40,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'cff9ce94-1a6e-41cc-a966-f41d256c1ab0']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P138i_has_representation']"
True,643c66b8-df80-11ed-9655-00163e71351b,Visual Item,,False,http://www.cidoc-crm.org/cidoc-crm/E36_Visual_Item,semantic,643c66b8-df80-11ed-9655-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,{'en': ''},True,False,0,,False,visual_item,False,http://www.cidoc-crm.org/cidoc-crm/P138i_has_representation,643c66b8-df80-11ed-9655-00163e71351b,http://www.cidoc-crm.org/cidoc-crm/E36_Visual_Item,class,,11.0,cff9ce94-1a6e-41cc-a966-f41d256c1ab0,643c66b8-df80-11ed-9655-00163e71351b,True,cff9ce94-1a6e-41cc-a966-f41d256c1ab0,{'en': 'Afbeelding'},{'en': ''},{'en': ''},{'en': ''},41,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'cff9ce94-1a6e-41cc-a966-f41d256c1ab0', '643c66b8-df80-11ed-9655-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P138i_has_representation', 'crm:E36_Visual_Item']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,643c8d1e-df80-11ed-9655-00163e71351b,https://linked.art/ns/terms/digitally_carried_by,property,,0.0,643c66b8-df80-11ed-9655-00163e71351b,643c8d1e-df80-11ed-9655-00163e71351b,True,643c8d1e-df80-11ed-9655-00163e71351b,,,,,42,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'cff9ce94-1a6e-41cc-a966-f41d256c1ab0', '643c66b8-df80-11ed-9655-00163e71351b', '643c8d1e-df80-11ed-9655-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P138i_has_representation', 'crm:E36_Visual_Item', 'la:digitally_carried_by']"
False,643c6a00-df80-11ed-9655-00163e71351b,Digital Object,,False,http://www.ics.forth.gr/isl/CRMdig/D1_Digital_Object,resource-instance,643c66b8-df80-11ed-9655-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,"{'graphs': [{'name': 'Digital Object', 'graphid': '9bffeea4-7251-4ba9-9bc2-25ffce44651f'}], 'searchDsl': '', 'searchString': ''}",True,False,0,,False,digital_object,False,https://linked.art/ns/terms/digitally_carried_by,643c6a00-df80-11ed-9655-00163e71351b,http://www.ics.forth.gr/isl/CRMdig/D1_Digital_Object,class,,11.0,643c8d1e-df80-11ed-9655-00163e71351b,643c6a00-df80-11ed-9655-00163e71351b,True,643c8d1e-df80-11ed-9655-00163e71351b,{'en': 'Afbeelding'},{'en': ''},{'en': ''},{'en': ''},43,"['root', '099f196c-df80-11ed-9232-00163e71351b', 'cff9ce94-1a6e-41cc-a966-f41d256c1ab0', '643c66b8-df80-11ed-9655-00163e71351b', '643c8d1e-df80-11ed-9655-00163e71351b', '643c6a00-df80-11ed-9655-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P138i_has_representation', 'crm:E36_Visual_Item', 'la:digitally_carried_by', 'CRMdig:D1_Digital_Object']"
False,,,,False,,property,,daaa7b3c-0472-489b-a4b2-b7ba5854345c,,,True,,,,,,,9f7102fe-de82-4743-ace6-8c4941665512,http://www.cidoc-crm.org/cidoc-crm/P128_carries,property,,0.0,099f196c-df80-11ed-9232-00163e71351b,9f7102fe-de82-4743-ace6-8c4941665512,True,9f7102fe-de82-4743-ace6-8c4941665512,,,,,44,"['root', '099f196c-df80-11ed-9232-00163e71351b', '9f7102fe-de82-4743-ace6-8c4941665512']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P128_carries']"
True,0e6665b8-e435-11ed-9655-00163e71351b,Publication Expression,,False,http://iflastandards.info/ns/fr/frbr/frbroo/F24_Publication_Expression,resource-instance,0e6665b8-e435-11ed-9655-00163e71351b,daaa7b3c-0472-489b-a4b2-b7ba5854345c,"{'graphs': [{'name': 'Bibliographical Publication', 'graphid': '192304de-9bb7-4c94-97b0-3d05ff0d7372'}], 'searchDsl': '', 'searchString': ''}",True,False,0,,False,publication_expression,False,http://www.cidoc-crm.org/cidoc-crm/P128_carries,0e6665b8-e435-11ed-9655-00163e71351b,http://iflastandards.info/ns/fr/frbr/frbroo/F24_Publication_Expression,class,,,9f7102fe-de82-4743-ace6-8c4941665512,0e6665b8-e435-11ed-9655-00163e71351b,True,9f7102fe-de82-4743-ace6-8c4941665512,{'en': 'Bibliografische publicatie'},{'en': ''},{'en': ''},{'en': ''},45,"['root', '099f196c-df80-11ed-9232-00163e71351b', '9f7102fe-de82-4743-ace6-8c4941665512', '0e6665b8-e435-11ed-9655-00163e71351b']","['RDF', 'crm:E22_Human-Made_Object', 'crm:P128_carries', 'frbr:F24_Publication_Expression']"
