edgeid,name,description,ontologyproperty,domainnode_id,rangenode_id,graph_id
2d6bdd46-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P190_has_symbolic_content,2d6ba3e4-f009-11ed-9232-00163e71351b,2d6ba696-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
2d6bde36-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,2d6b9944-f009-11ed-9232-00163e71351b,2d6b9fac-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
2d6bdf12-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P72_has_language,2d6ba3e4-f009-11ed-9232-00163e71351b,2d6ba128-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
2d6bdfee-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,2d6b9944-f009-11ed-9232-00163e71351b,2d6ba542-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
2d6be0d4-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,2d6ba128-f009-11ed-9232-00163e71351b,2d6ba7ea-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
2d6be1b0-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,2d6b9944-f009-11ed-9232-00163e71351b,2d6b9dfe-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
2d6be282-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,2d6ba3e4-f009-11ed-9232-00163e71351b,2d6ba948-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
2d6be368-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,2d6ba948-f009-11ed-9232-00163e71351b,2d6baa9c-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
38586c88-3b47-42fd-9c2b-f2ef7e619076,,,http://www.cidoc-crm.org/cidoc-crm/P67_refers_to,2e35a87e-f004-11ed-a1e6-00163e71351b,8d75d0dc-f006-11ed-9655-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
396102c0-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P67i_is_referred_to_by,3960a820-f009-11ed-a1e6-00163e71351b,3960b70c-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610428-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P190_has_symbolic_content,3960b70c-f009-11ed-a1e6-00163e71351b,3960b7e8-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610522-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,3960b70c-f009-11ed-a1e6-00163e71351b,3960b8ce-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3961061c-f009-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3960b8ce-f009-11ed-a1e6-00163e71351b,3960b9aa-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610716-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P72_has_language,3960b70c-f009-11ed-a1e6-00163e71351b,3960ba86-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610806-f009-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3960ba86-f009-11ed-a1e6-00163e71351b,3960bb62-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
396108f6-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,3960bd24-f009-11ed-a1e6-00163e71351b,3960bc48-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
396109e6-f009-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3960b388-f009-11ed-a1e6-00163e71351b,3960b1b2-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610ad6-f009-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3960bc48-f009-11ed-a1e6-00163e71351b,3960af0a-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610bbc-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P190_has_symbolic_content,3960b46e-f009-11ed-a1e6-00163e71351b,3960b2a2-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610cac-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,3960a820-f009-11ed-a1e6-00163e71351b,3960bd24-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610d92-f009-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3960bd24-f009-11ed-a1e6-00163e71351b,3960b630-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610e78-f009-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3960a820-f009-11ed-a1e6-00163e71351b,3960b0b8-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39610f5e-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P1_is_identified_by,3960a820-f009-11ed-a1e6-00163e71351b,3960b46e-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39611044-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,3960a820-f009-11ed-a1e6-00163e71351b,3960b54a-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
39611120-f009-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,3960a820-f009-11ed-a1e6-00163e71351b,3960b388-f009-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f258fc4-f48b-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P82b_end_of_the_end,3f253ace-f48b-11ed-a1e6-00163e71351b,3f253c86-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f2591c2-f48b-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P17_was_motivated_by,3f2535ec-f48b-11ed-a1e6-00163e71351b,3f2548b6-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f25933e-f48b-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3f2548b6-f48b-11ed-a1e6-00163e71351b,3f254a14-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f2594a6-f48b-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3f253df8-f48b-11ed-a1e6-00163e71351b,3f254370-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f2595fa-f48b-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P4_has_time-span,3f2535ec-f48b-11ed-a1e6-00163e71351b,3f253ace-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f259758-f48b-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,3f2535ec-f48b-11ed-a1e6-00163e71351b,3f253f4c-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f2598c0-f48b-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P82a_begin_of_the_begin,3f253ace-f48b-11ed-a1e6-00163e71351b,3f254212-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f259a1e-f48b-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,3f2548b6-f48b-11ed-a1e6-00163e71351b,3f253df8-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f259b72-f48b-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3f253f4c-f48b-11ed-a1e6-00163e71351b,3f2540b4-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f259cc6-f48b-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,3f253f4c-f48b-11ed-a1e6-00163e71351b,3f25460e-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f259e10-f48b-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,3f25460e-f48b-11ed-a1e6-00163e71351b,3f254758-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
3f259f64-f48b-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,3f2535ec-f48b-11ed-a1e6-00163e71351b,3f2544ba-f48b-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
41812194-f007-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P4_has_time-span,4180ddc4-f007-11ed-a1e6-00163e71351b,4180e1a2-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
41812310-f007-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P82b_end_of_the_end,4180e1a2-f007-11ed-a1e6-00163e71351b,4180e2ce-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4181240a-f007-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P82a_begin_of_the_begin,4180e1a2-f007-11ed-a1e6-00163e71351b,4180e3be-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
41812504-f007-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P17_was_motivated_by,4180ddc4-f007-11ed-a1e6-00163e71351b,4180e49a-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
418125f4-f007-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4180e49a-f007-11ed-a1e6-00163e71351b,4180e580-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
418126da-f007-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,4180ddc4-f007-11ed-a1e6-00163e71351b,4180e652-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
418127ca-f007-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4180e49a-f007-11ed-a1e6-00163e71351b,4180e724-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
418128ba-f007-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4180e724-f007-11ed-a1e6-00163e71351b,4180e7f6-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
418129a0-f007-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4180ddc4-f007-11ed-a1e6-00163e71351b,4180e8c8-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
41812a86-f007-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4180e8c8-f007-11ed-a1e6-00163e71351b,4180e99a-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
41812b6c-f007-11ed-a1e6-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4180e8c8-f007-11ed-a1e6-00163e71351b,4180ea6c-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
41812c52-f007-11ed-a1e6-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4180ea6c-f007-11ed-a1e6-00163e71351b,4180eb3e-f007-11ed-a1e6-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a0fb78-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P1_is_identified_by,43a0b3ac-f009-11ed-9232-00163e71351b,43a0bbc2-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a0fcb8-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,43a0c1f8-f009-11ed-9232-00163e71351b,43a0c2de-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a0fda8-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P190_has_symbolic_content,43a0bbc2-f009-11ed-9232-00163e71351b,43a0badc-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a0fe8e-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P72_has_language,43a0c02c-f009-11ed-9232-00163e71351b,43a0c3c4-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a0ff74-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,43a0b3ac-f009-11ed-9232-00163e71351b,43a0bd84-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a10050-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,43a0c3c4-f009-11ed-9232-00163e71351b,43a0c4aa-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a1012c-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,43a0b3ac-f009-11ed-9232-00163e71351b,43a0be60-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a10208-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,43a0be60-f009-11ed-9232-00163e71351b,43a0bf46-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a102e4-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P67i_is_referred_to_by,43a0b3ac-f009-11ed-9232-00163e71351b,43a0c02c-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a103ca-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P190_has_symbolic_content,43a0c02c-f009-11ed-9232-00163e71351b,43a0c112-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a104a6-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,43a0c02c-f009-11ed-9232-00163e71351b,43a0c1f8-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a10578-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,43a0b3ac-f009-11ed-9232-00163e71351b,43a0b6ea-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a10654-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,43a0b6ea-f009-11ed-9232-00163e71351b,43a0b80c-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a10780-f009-11ed-9232-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,43a0b6ea-f009-11ed-9232-00163e71351b,43a0bca8-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a1085c-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,43a0bca8-f009-11ed-9232-00163e71351b,43a0b906-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
43a10938-f009-11ed-9232-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,43a0b3ac-f009-11ed-9232-00163e71351b,43a0b9f6-f009-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
471bfc29-e38d-44ad-b98a-e0b20ddaa09b,,,http://www.cidoc-crm.org/cidoc-crm/P62_depicts,fa95cea2-dd27-11ed-9655-00163e71351b,4e7ba0c6-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e0a64b9-dd74-41bc-8a87-695126c1886f,,,http://www.cidoc-crm.org/cidoc-crm/P104_is_subject_to,fa95cea2-dd27-11ed-9655-00163e71351b,bd7ef52c-eda1-11ed-9232-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7bde92-f48b-11ed-9064-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4e7bac06-f48b-11ed-9064-00163e71351b,4e7ba666-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7bdfdc-f48b-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,4e7ba0c6-f48b-11ed-9064-00163e71351b,4e7ba792-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be0cc-f48b-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4e7baaee-f48b-11ed-9064-00163e71351b,4e7ba9d6-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be1b2-f48b-11ed-9064-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4e7ba9d6-f48b-11ed-9064-00163e71351b,4e7ba418-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be298-f48b-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P4_has_time-span,4e7ba0c6-f48b-11ed-9064-00163e71351b,4e7ba53a-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be374-f48b-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P82b_end_of_the_end,4e7ba53a-f48b-11ed-9064-00163e71351b,4e7badf0-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be45a-f48b-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P82a_begin_of_the_begin,4e7ba53a-f48b-11ed-9064-00163e71351b,4e7bad14-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be536-f48b-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P17_was_motivated_by,4e7ba0c6-f48b-11ed-9064-00163e71351b,4e7bac06-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be61c-f48b-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4e7bac06-f48b-11ed-9064-00163e71351b,4e7baecc-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be6f8-f48b-11ed-9064-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4e7baecc-f48b-11ed-9064-00163e71351b,4e7bafa8-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be7d4-f48b-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4e7ba0c6-f48b-11ed-9064-00163e71351b,4e7baaee-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4e7be8b0-f48b-11ed-9064-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4e7baaee-f48b-11ed-9064-00163e71351b,4e7ba8b4-f48b-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bce5e-f007-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4f5b8a16-f007-11ed-9064-00163e71351b,4f5b8cbe-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bd048-f007-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,4f5b7b48-f007-11ed-9064-00163e71351b,4f5b8f66-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bd1ba-f007-11ed-9064-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4f5b8cbe-f007-11ed-9064-00163e71351b,4f5b8e12-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bd30e-f007-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P4_has_time-span,4f5b7b48-f007-11ed-9064-00163e71351b,4f5b8016-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bd462-f007-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P82b_end_of_the_end,4f5b8016-f007-11ed-9064-00163e71351b,4f5b81ce-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bd5ac-f007-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P82a_begin_of_the_begin,4f5b8016-f007-11ed-9064-00163e71351b,4f5b8340-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bd70a-f007-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P17_was_motivated_by,4f5b7b48-f007-11ed-9064-00163e71351b,4f5b84a8-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bd85e-f007-11ed-9064-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4f5b84a8-f007-11ed-9064-00163e71351b,4f5b8606-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bd9a8-f007-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4f5b84a8-f007-11ed-9064-00163e71351b,4f5b8764-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bdafc-f007-11ed-9064-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4f5b8764-f007-11ed-9064-00163e71351b,4f5b88c2-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bdc46-f007-11ed-9064-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,4f5b7b48-f007-11ed-9064-00163e71351b,4f5b8a16-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
4f5bdd90-f007-11ed-9064-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,4f5b8a16-f007-11ed-9064-00163e71351b,4f5b8b74-f007-11ed-9064-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
50f66c2c-f009-11ed-9655-00163e71351b,,,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,50f601ce-f009-11ed-9655-00163e71351b,50f607b4-f009-11ed-9655-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
50f66d94-f009-11ed-9655-00163e71351b,,,http://www.w3.org/2000/01/rdf-schema#label,50f607b4-f009-11ed-9655-00163e71351b,50f60a98-f009-11ed-9655-00163e71351b,fa952d08-dd27-11ed-9655-00163e71351b
